PX,Main,Mid Block,Side 1,Side 2,Private Access,Additional Info,Geo ID,Node ID,X,Y,Latitude,Longitude,Activation Date,Signal System,Non system,Mode of Control,Pedestrian Walk speed,APS,Transit Preempt,Fire preempt,Rail preempt,No. of Signalized Approaches
1844,LESLIE ST,,COMMISSIONERS ST,NORTH SERVICE RD,,,8353636,13465538,318791.8135,4834967.0495,43.65655,-79.32635,2000-04-27 00:00:00.0,Awaiting TransSuite Control,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,1,4
1845,FRONT ST E,,GEORGE ST,GEORGE ST S,,,1145495,13466733,315245.622,4834216.769,43.649842,-79.37032,2000-11-02 00:00:00.0,TransSuite,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,4
1847,DUNDAS ST W,,MABELLE AVE,,,,10759689,13467586,302319.1439,4833870.9318,43.64678,-79.53052,1999-10-28 00:00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,3
1866,YORK MILLS RD,,SCARSDALE RD,PRIVATE ACCESS,YORK MILLS SQ,,440789,13449731,316260.27,4845736.17,43.75354,-79.3575,2000-09-06 00:00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,4
1878,DUNDAS ST W,,MANNING AVE,,,,14039740,13466586,311970.01,4834377.94,43.65135,-79.41091,2000-11-14 00:00:00.0,TransSuite,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),1,1,,,3
1879,THE QUEENSWAY,,GLENDALE AVE,,,,10757619,13468370,308712.588,4833045.649,43.63932,-79.45129,2001-08-31 00:00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,3
1880,ANNETTE ST,,PACIFIC AVE,,,,1143477,13464799,307392.9372,4835701.4505,43.663242,-79.467636,2001-08-06 00:00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,4
1881,SPADINA RD,,BURTON RD,KILBARRY RD,,,1139070,13459482,311680.146,4838996.576,43.69285,-79.41441,2006-02-28 00:00:00.0,TransSuite,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,4
1885,ISLINGTON AVE,,TITAN RD,,,,912979,13469267,303350.695,4832104.542,43.63088,-79.51774,2000-07-12 00:00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,3
1887,BURNHAMTHORPE RD,,OLD BURNHAMTHORPE RD,,,WEST INTERSECTION,912092,13468412,298168.4971,4833193.3631,43.64067,-79.58202,2001-08-29 00:00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,3
1897,OAKDALE RD,376m SOUTH OF,FINCH AVE W,PRIVATE ACCESS,HUMBER RIVER HOSPITAL / WESTVIEW SECONDARY SCHOOL,,10536929,,302690.986,4845698.121,43.75325,-79.52601,2011-12-15 10:29:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,3
1905,DUNDAS ST E,,VICTORIA ST,,,,7642553,13465716,314497.594,4834934.716,43.6563,-79.37955,2002-09-19 00:00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,4
1913,SHEPPARD AVE E,,BARBERRY PL,PRIVATE ACCESS,BAYVIEW VILLAGE MALL,,439123,13447829,314044.166,4847278.894,43.76747,-79.385,2002-12-19 00:00:00.0,SCOOT,,SA2,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",1,,,,4
1919,BATHURST ST,,FORT YORK BLVD,,,,30032577,14255097,312800.099,4832993.571,43.63887,-79.40062,2002-08-13 00:00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,1,,,4
1930,ST CLAIR AVE E,,FERNDALE AVE,PRIVATE ACCESS,TTC EXIT,,11631521,13460187,313531.748,4838527.999,43.68864,-79.39149,2003-08-14 00:00:00.0,TransSuite,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),1,1,,,4
1931,LESLIE ST,50m SOUTH OF,MOSLEY ST,PRIVATE ACCESS,TIM HORTON'S/LOBLAWS,,8822787,0,318586.8835,4835366.9519,43.66014,-79.32885,2003-06-27 00:00:00.0,SCOOT,,SA2,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",1,,,,4
1932,THE QUEENSWAY,,SOUTH KINGSWAY LINK RD,,,,30054170,13468786,306964.126,4832667.007,43.6358832458,-79.4731795217,2009-11-10 11:45:00.0,Awaiting SCOOT Control,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,3
1933,KINGSTON RD,25m EAST OF,GLEN MANOR DR,,,,30059637,0,321377.563,4837559,43.67975,-79.29451,2002-06-09 00:00:00.0,MTSS,,PED,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",1,,,,2
1934,BLOOR ST W,,BROCK AVE,,,,3897184,13465391,309690.104,4835241.294,43.6591,-79.43918,2002-03-07 00:00:00.0,TransSuite,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,3
1936,OSSINGTON AVE,54m NORTH OF,ACORES AVE,,,,14073625,0,310440.421,4836682.598,43.67206,-79.42982,2005-12-01 11:03:00.0,TransSuite,,PED,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",1,0,0,0,2
1947,HUMBER COLLEGE BLVD,,WINDWOOD DR,SILVER BELL LANE,,EAST INTERSECTION,12387603,13453946,296331.6223,4843133.5013,43.73006,-79.60493,2003-08-27 00:00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,4
1951,LAKE SHORE BLVD E,224m WEST OF,WOODBINE AVE,,,,30021323,30021322,320411.336621,4835841.4831,43.66439,-79.30624,2002-12-23 00:00:00.0,Awaiting TransSuite Control,,PED,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,2
1955,BLOOR ST W,78m WEST OF,ST THOMAS ST,,,,1142361,0,313496.79123,4836363.751,43.6692,-79.39189,2002-12-12 00:00:00.0,SCOOT,,PED,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,2
1958,MCNICOLL AVE,,SILVER STAR BLVD,,,,14038256,14038257,321281.27,4852457.121,43.81388,-79.295,2009-09-10 11:30:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,4
1979,STEELES AVE E,,9TH LINE,,,,14228257,14228258,326830.042,4855653.546,43.84259,-79.22581,2011-09-13 11:35:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,3
1981,QUEEN ST W,,LANSDOWNE AVE,JAMESON AVE,,,1146918,,309870.147,4833177.45,43.64056,-79.43699,2006-09-28 00:10:00.0,MTSS,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),1,1,1,0,4
1982,FINCH AVE W,,BEECROFT RD,GREENVIEW AVE,,,9038344,13446218,311343.8439,4848578.624,43.77917,-79.41849,2007-02-21 10:00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,1,0,0,4
1983,PROGRESS AVE,,SCHICK CRT,,,,20146476,20146478,323620.79,4848104.29,43.77473,-79.26583,2008-01-10 10:50:00.0,Awaiting TransSuite Control,,SA2,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",1,0,0,0,4
1991,ST CLAIR AVE W,48m WEST OF,DUNVEGAN RD,,,,1139588,,312413.475,4838216.399,43.6859,-79.40535,2007-02-16 12:50:00.0,TransSuite,,PED,1.0 m/s (FDW based on full crossing @1.2m/s),1,1,0,0,2
1992,CARLTON ST,,ONTARIO ST,,,,14020307,13464520,315226.6848,4835761.4276,43.66375,-79.3705,2005-04-04 13:15:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,1,0,0,4
1994,LAKE SHORE BLVD W,,LEGION RD,PRIVATE ACCESS,,,14607709,13469793,306134.82,4830952.05,43.62053,-79.48326,2008-06-24 11:38:00.0,Awaiting MTSS Control,,SA2,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",1,1,0,0,4
1995,BAYVIEW AVE,,KILGOUR RD,,CNIB ACCESS,,13497406,13455421,314607.405,4841648.011,43.71676,-79.37811,2003-12-02 00:00:00.0,SCOOT,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,3
1996,BIRCHMOUNT RD,,ASHTONBEE RD,,,,111234,13452801,322595.215,4843458.041,43.7328644,-79.2788977,2005-10-19 11:10:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,3
1999,ST GEORGE ST,112m NORTH OF,COLLEGE ST,,,,14229834,0,313120.7853,4835312.6943,43.6597,-79.39661,2003-12-19 00:00:00.0,TransSuite,,PED,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",1,,,,2
2001,PAPE AVE,,FLOYD AVE,,,,4023418,13460275,317029.4768,4838409.817,43.68755,-79.34809,2006-03-09 10:45:00.0,TransSuite,,SAP,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",1,0,0,0,4
2008,SCARLETT RD,,ALMA DR,SCARLETTWOOD CRT,,,10663238,13459782,303374.036,4838964.557,43.69264,-79.51745,2005-06-29 14:20:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,4
2011,YONGE ST,35m SOUTH OF,YORKVILLE AVE,,,,8677431,,313866.514,4836638.073,43.67163,-79.38734,2005-10-05 11:00:00.0,SCOOT,,PED,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,2
2026,BLOOR ST E,,HUNTLEY ST,MOUNT PLEASANT RD NB ON-RAMP,,,8536355,13463150,314536.013,4836670.504,43.67192,-79.37907,2006-01-13 09:40:00.0,SCOOT,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,3
2029,PROGRESS AVE,290m EAST OF,BRIMLEY RD,PRIVATE ACCESS,MALL ACCESS,,107543,0,324010.644,4848422.483,43.77733,-79.26128,2005-10-31 11:35:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,4
2030,SHEPPARD AVE E,115m WEST OF,AMETHYST RD,,,,6292597,0,320732.288748,4848708.4097,43.78018,-79.30185,2005-05-11 12:53:00.0,TransSuite,,PED,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,2
2035,CARLTON ST,108m WEST OF,CHURCH ST,PRIVATE ACCESS,,,14023522,0,314411.84,4835525.655,43.6616,-79.3807,2005-07-06 13:05:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,2
2036,CHURCH ST,,WOOD ST,,,,6535342,13464666,314482.045,4835660.667,43.66282,-79.37973,2005-08-10 11:55:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,4
2039,ESTHER SHINER BLVD,,PROVOST DR,PRIVATE ACCESS,,,30005931,30005930,315211.8635,4847383.9275,43.76836,-79.37052,2008-12-02 11:00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,4
2041,ESTHER SHINER BLVD,,OLD LESLIE ST,PRIVATE ACCESS,,,30005957,30005897,315555.654,4847493.546,43.76936,-79.36616,2009-03-31 12:20:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,4
2043,MCNICOLL AVE,,TAPSCOTT RD,,,,4236991,13441723,325447.627,4853800.38,43.82589,-79.24308,2011-01-21 11:05:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,4
2044,MCNICOLL AVE,,MORNINGSIDE AVE,OASIS BLVD,,,14674471,14674473,326122.383,4853953.945,43.82729,-79.23467,2011-01-21 14:30:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,3
2047,WARDEN AVE,273m NORTH OF,FINCH AVE E,,,,105462,0,319516.22479,4850808.0078,43.79918,-79.31694,2006-01-18 09:41:00.0,TransSuite,,PED,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,2
2051,KENNEDY RD,,HAVENDALE RD,,,,106061,13444492,321547.598,4849925.011,43.7911,-79.29172,2005-11-29 11:45:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,3
2052,BELLAMY RD N,,NELSON ST,,,,110187,13450508,326443.209,4844986.553,43.74654,-79.23107,2005-11-17 12:20:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,4
2056,QUEEN ST E,,ELMER AVE,,,,9980117,13463395,320628.884,4836387.35,43.6693,-79.3035,2005-08-18 13:20:00.0,TransSuite,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),1,1,1,0,3
2057,KIPLING AVE,,HAYHURST RD,NORTHCREST RD,,,908825,13459962,300139.823,4838904.247,43.69209,-79.55759,2006-11-07 00:30:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,4
2058,BELLAMY RD N,,BENLEIGH DR,,,,108952,13448088,325917.311,4846866.039,43.76347,-79.2375,2006-08-01 15:30:00.0,TransSuite,,SA2,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",1,0,0,0,3
2059,VICTORIA PARK AVE,,ROWENA DR,,,,12104308,13449947,319841.346,4845521.67,43.75152,-79.313,2005-12-21 11:05:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,3
2064,ALBION RD,,SHENDALE DR,,,,907647,13454866,300953.59,4842290.078,43.72259,-79.54744,2006-08-29 10:05:00.0,TransSuite,,SA2,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",1,0,0,0,3
2065,BRIMLEY RD,,SHEDIAC RD,FRASERTON CRES,,,110051,13450206,324642.0623,4845240.0022,43.74886,-79.25341,2007-10-25 10:45:00.0,TransSuite,,SA2,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",1,0,0,0,4
2066,ELLESMERE RD,,DUNDALK DR,WYE VALLEY RD,,,108738,13447955,322188.24,4847045.969,43.76518,-79.28401,2006-12-19 12:00:00.0,Awaiting TransSuite Control,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,4
2067,WESTON RD,,CARDELL AVE,PRIVATE ACCESS,,,446255,13456916,301995.7009,4840860.1433,43.70972,-79.53446,2006-08-03 10:35:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,4
2068,MIDLAND AVE,,GILDER DR,LORD ROBERTS DR,,,111028,13452253,324215.616032,4843816.02779,43.73606,-79.25876,2006-08-09 12:10:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,4
2069,ASHTONBEE RD,,HAKIMI AVE,PRIVATE ACCESS,,,20362192,20362193,321535.086,4843134.322,43.73,-79.29195,2010-10-26 11:50:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,4
2070,LEBOVIC AVE,300m SOUTH OF,EGLINTON AVE E,PRIVATE ACCESS,,,14187336,,321679.526,4842498.658,43.72429,-79.29027,2009-10-20 10:00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,4
2071,MARTIN GROVE RD,,VULCAN ST,PRIVATE ACCESS,,,908213,13457727,298564.7477,4840368.9461,43.70526,-79.57714,2009-09-22 10:40:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,4
2076,AVENUE RD,26m SOUTH OF,ROE AVE,,,,443480,,311279.2671,4843362.788,43.73218,-79.41937,2006-11-17 15:00:00.0,SCOOT,,PED,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",1,0,0,0,2
2078,THE POND RD,,SENTINEL RD,PRIVATE ACCESS,YORK UNIVERSITY,,5716519,13447680,304576.63199,4847556.489,43.77002,-79.50248,2007-09-13 10:55:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,4
2079,IAN MACDONALD BLVD,,THE POND RD,SHOREHAM DR,,,5853716,13447313,303863.18944,4847843.11581,43.77258,-79.5114,2007-08-08 12:25:00.0,TransSuite,,SA2,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",1,0,0,0,4
2080,SHOREHAM DR,,MURRAY ROSS PKWY,PRIVATE ACCESS,YORK UNIVERSITY,,5853716,13447414,303668.418,4847771.483,43.77189,-79.51372,2007-08-08 13:30:00.0,TransSuite,,SA2,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",1,0,0,0,4
2081,KING ST W,,JOE SHUSTER WAY,,,,20056884,20056886,310952.016,4833089.909,43.63973,-79.42358,2006-12-07 13:30:00.0,TransSuite,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),1,1,0,0,3
2082,ISLINGTON AVE,,GOLFDOWN DR,,,,8237441,13455052,300099.986,4842172.546,43.72154,-79.55809,2007-04-18 11:00:00.0,TransSuite,,SA2,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",1,0,0,0,3
2084,DUNDAS ST W,,GILMOUR AVE,,,,8006517,13464453,306481.028,4835958.009,43.66559,-79.47897,2007-03-08 10:40:00.0,Awaiting TransSuite Control,,SA2,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",1,0,0,0,4
2085,JARVIS ST,170m NORTH OF,DUNDAS ST E,,,,2597802,,314854.342,4835184.849,43.65857,-79.37511,2007-04-17 10:45:00.0,TransSuite,,PED,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",1,0,0,0,2
2086,DUPONT ST,,HOWLAND AVE,,,,1141581,13462937,311892.7823,4836864.1237,43.67371,-79.41182,2007-02-28 12:30:00.0,TransSuite,,SAP,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",1,0,0,0,3
2087,QUEEN ST W,,ST PATRICK ST,,,,1145369,13466676,313767.021,4834281.529,43.65043,-79.38858,2007-03-09 11:23:00.0,TransSuite,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),1,1,0,0,3
2088,QUEEN ST W,,PORTLAND ST,,,,8031928,13467150,312737.299,4833978.843,43.64774,-79.40141,2007-02-22 12:30:00.0,TransSuite,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),1,1,0,0,3
2089,LAKE SHORE BLVD W,25m EAST OF,BUDAPEST LANE,,,,30007496,,309003.73,4832789.441,43.63704,-79.44753,2007-06-28 10:05:00.0,SCOOT,,PED,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",1,0,0,0,1
2090,SHEPPARD AVE W,33m WEST OF,BUCKLAND RD,,,,10257867,,304479.617751,4844337.75217,43.74104,-79.50378,2007-07-05 14:25:00.0,TransSuite,,PED,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,2
2091,MIDLAND AVE,175m NORTH OF,MCNICOLL AVE,PRIVATE ACCESS,,,20050383,,321448.6525,4852685.234,43.81608,-79.29288,2007-05-03 11:40:00.0,Awaiting TransSuite Control,,SA2,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",1,0,0,0,3
2092,SHEPPARD AVE E,,HERONS HILL WAY,,,210m EAST OF YORKLAND RD,30013029,30013028,318055.338,4848186.875,43.775532909,-79.3351078033,2011-02-16 12:40:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,3
2093,BIRCHMOUNT RD,,RANSTONE GDNS,,,,111078,13451881,322404.007,4844103.976,43.73868,-79.28126,2007-03-08 11:45:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,3
2095,MCNICOLL AVE,,INNISLAWN RD,,,,104380,13442771,319542.496,4851729.142,43.8074,-79.31654,2007-09-19 13:30:00.0,Awaiting TransSuite Control,,SA2,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",1,0,0,0,3
2096,BREMNER BLVD,,NAVY WHARF CRT,,,,12763895,13468106,313538.449,4833206.279,43.64077,-79.39158,2007-04-05 10:15:00.0,TransSuite,,FXT,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",1,0,0,0,4
2097,DUPONT ST,,EDWIN AVE,,,,8312902,13464529,308373.37688,4835879.195063,43.66491,-79.45549,2007-04-11 10:45:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,4
2098,CORPORATE DR,,LEE CENTRE DR,,,,12706462,13445715,325146.767,4848761.872,43.78059,-79.24702,2007-03-30 11:15:00.0,TransSuite,,SA2,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",1,0,0,0,3
2099,DANFORTH RD,,NESTON AVE,TYNE CRT,,,111170,13452647,325031.499,4843519,43.73338,-79.24867,2007-06-07 11:25:00.0,TransSuite,,SA2,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",1,0,0,0,4
2100,BIRCHMOUNT RD,,MODERN RD,,,,4889825,13451008,322224.9708,4844704.9932,43.74411,-79.28343,2007-07-12 10:45:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,3
2101,BRIMLEY RD,,BERNADINE ST,APPLEFIELD DR,,,108322,13447415,324043.539,4847401.994,43.76835,-79.26077,2007-07-18 10:25:00.0,Awaiting TransSuite Control,,SA2,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",1,0,0,0,4
2102,BIRCHMOUNT RD,,VAUXHALL DR,,,,7171584,13448803,321732.559,4846354.964,43.75898,-79.28949,2007-07-24 10:45:00.0,TransSuite,,SA2,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",1,0,0,0,3
2103,MIDLAND AVE,35m SOUTH OF,NORBURY CRES,,,,2820380,,323584.23,4845983.3,43.75562,-79.26653,2007-10-25 09:45:00.0,Awaiting TransSuite Control,,PED,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",1,0,0,0,2
2104,KINGSTON RD,,QUEENSBURY AVE,,,,3177769,13460471,322973.042,4838186.265,43.68547,-79.27438,2007-08-15 10:00:00.0,TransSuite,,SA2,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",1,0,0,0,3
2105,LESLIE ST,60m SOUTH OF,FRANCINE DR,,,,436356,,315128.4512,4851377.02299,43.80412,-79.37138,2008-01-18 13:30:00.0,TransSuite,,PED,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,2
2106,FINCH AVE W,30m WEST OF,ENDELL ST,,,,11129595,,309796.91767,4848100.627948,43.7747932494,-79.4379289675,2008-04-30 00:20:00.0,MTSS,,PED,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",1,1,0,0,2
2107,PARKWOODS VILLAGE DR,45m NORTH OF,BROOKBANKS DR,,,,5040647,,318954.243,4846592.236,43.76121,-79.32402,2008-01-11 13:05:00.0,TransSuite,,PED,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,2
2108,LAWRENCE AVE W,,BROOKHAVEN DR,,,,9796859,13457705,305051.589,4840268.609,43.70437,-79.49665,2007-10-17 12:30:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,3
2109,SHEPPARD AVE E,,GREENBRIAR RD,PRIVATE ACCESS,,,438973,13447653,314419.203,4847390.433,43.76844,-79.38029,2007-09-12 10:15:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,4
2110,MORNINGSIDE AVE,120m SOUTH OF,KINGSTON RD,PRIVATE ACCESS,,,9135170,,330028.41,4847552.77,43.76954,-79.18643,2007-11-27 10:40:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,4
2115,FINCH AVE E,,SCOTTFIELD DR,TIFFIELD RD,,,7553256,13442417,324662.941,4852128.516,43.81088,-79.2529,2011-09-09 11:40:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,1,0,0,4
2116,FINCH AVE W,200m EAST OF,CHESSWOOD DR,,,,9171301,,306783.664,4847228.711,43.76704,-79.47518,2009-03-03 11:15:00.0,Awaiting MTSS Control,,PED,1.0 m/s (FDW based on full crossing @1.2m/s),1,1,0,0,2
2117,SPADINA CRES,20m SOUTH OF,RUSSELL ST,,,,1143986,13465201,312856.593,4835305.471,43.65967,-79.39993,2007-11-28 12:10:00.0,TransSuite,,PED,1.0 m/s (FDW based on full crossing @1.2m/s),1,1,0,0,1
2118,SPADINA AVE,28 NORTH OF,WELLINGTON ST W,,,,10864275,,313289.648,4833598.172,43.644287,-79.394559,2007-12-21 11:20:00.0,TransSuite,,PED,1.0 m/s (FDW based on full crossing @1.2m/s),1,1,0,0,2
2119,KIPLING AVE,,PENLEA AVE,,,,906945,13452175,298260.038,4844339.032,43.74102,-79.58096,2007-09-26 11:45:00.0,TransSuite,,SA2,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",1,0,0,0,4
2120,KIPLING AVE,,HENLEY CRES,,,,907374,13453828,298674.307367,4843177.195187,43.73054,-79.57583,2007-08-02 11:25:00.0,TransSuite,,SA2,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",1,0,0,0,3
2121,WESTON RD,,HABITANT DR,,,,10543103,13451292,301474.471,4844890.636,43.74602,-79.54112,2007-08-08 11:00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,3
2122,DUNDAS ST W,,SHERIDAN AVE,,,,8128443,13466880,310133.344,4834205.618,43.64978,-79.43364,2007-08-09 11:45:00.0,TransSuite,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),1,1,0,0,4
2123,ROYAL YORK RD,16m SOUTH OF,GOVERNMENT RD,,,,30017769,13465736,303495.441,4835075.822,43.6575702693,-79.5159651339,2007-06-14 10:20:00.0,TransSuite,,PED,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,2
2124,DUNDAS ST W,,CHESTNUT HILLS CRES,,,,9340339,13466556,302775.136,4834562.504,43.653,-79.52489,2007-07-26 12:15:00.0,Awaiting TransSuite Control,,SA2,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",1,0,0,0,3
2125,PHARMACY AVE,,KNIGHTSBRIDGE RD,,,,112015,13455320,321414.981,4841600.953,43.71618,-79.29358,2007-08-30 13:00:00.0,Awaiting TransSuite Control,,SA2,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",1,0,0,0,3
2127,W R  ALLEN RD,,DE BOERS DR,,,,20230202,20230204,307705.213,4845534.276,43.7518,-79.46369,2009-11-03 11:20:00.0,TransSuite,,SAV,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,3
2128,DUFFERIN ST,,YORK UNIVERSITY BUSWAY,,,,20142356,20142358,307386.246,4847773.519,43.7719,-79.46766,2009-11-04 11:00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,4
2129,ALNESS ST,,YORK UNIVERSITY BUSWAY,,,,20142352,20142354,307025.806,4847696.756,43.771226,-79.472145,2009-11-04 12:20:00.0,TransSuite,,SAV,1.0 m/s (FDW based on full crossing @1.2m/s),1,1,0,0,4
2130,MURRAY ROSS PKWY,,COLUMBIA GT,EVELYN WIGGINS DR,,YORK UNIVERSITY BUSWAY,20149133,13448189,305243.531,4847154.466,43.766346,-79.494262,2009-08-19 11:15:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,1,0,0,5
2131,THE POND RD,,JAMES GILLIES ST,YORK UNIVERSITY BUSWAY,,,20149156,20058448,305032.123,4847692.574,43.7711370769,-79.4971167753,2009-08-19 13:20:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,1,0,0,5
