PX,Main,Mid Block,Side 1,Side 2,Private Access,Additional Info,Geo ID,Node ID,X,Y,Latitude,Longitude,Activation Date,Signal System,Non system,Mode of Control,Pedestrian Walk speed,APS,Transit Preempt,Fire preempt,Rail preempt,No. of Signalized Approaches
14,BLOOR ST E,,TED ROGERS WAY,,250 BLOOR ST E,,8536222,13463195,314415.25,4836636.5,43.6715773,-79.38052,1951-03-28 00:00:00.0,SCOOT,,FXT,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",1,,,,4
19,QUEEN ST E,,CHURCH ST,,,,14036376,13466199,314804.79,4834588.22,43.65317,-79.375754,1983-08-24 00:00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),1,1,,,4
25,BLOOR ST E,,CHURCH ST,,,,6522404,13463285,314206.16,4836573.5,43.6710224,-79.383123,1932-02-19 00:00:00.0,SCOOT,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,4
28,QUEEN ST E,,VICTORIA ST,,,,11272989,13466287,314617.86,4834533.9,43.6526703,-79.378066,1927-11-03 00:00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),1,1,,,4
34,YONGE ST,,QUEEN ST,,,,11226820,13466322,314523.728,4834506.857,43.6524209,-79.379276,1927-11-03 00:00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,4
36,YONGE ST,,DUNDAS ST,,,,7762832,13465714,314388.69,4834938.73,43.656326,-79.380912,1927-04-04 00:00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,4
38,YONGE ST,,CARLTON ST,COLLEGE ST,,,7754955,13464913,314211.688,4835498.788,43.6613687,-79.383094,1932-02-18 00:00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,4
40,BLOOR ST,,YONGE ST,,,,10759265,13463436,313913.75,4836482.04,43.670229,-79.386767,1925-08-28 00:00:00.0,SCOOT,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,4
46,YONGE ST,,ST CLAIR AVE,,,,8741191,13460295,313318.22,4838465,43.688075,-79.394098,1927-04-05 00:00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),1,1,,,4
47,YONGE ST,,CHAPLIN CRES,DAVISVILLE AVE,,,7273833,13458407,313115.19,4839600,43.6982977,-79.396601,1930-06-14 00:00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,4
49,YONGE ST,,EGLINTON AVE,,,,14230407,13457078,312975.13,4840536.5,43.7067501,-79.398311,1929-08-21 00:00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,4
52,YONGE ST,,BLYTHWOOD RD,LYTTON BLVD,,,8566211,13455496,312804.85496,4841620.92251,43.716605,-79.400452,1954-08-12 00:00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,4
55,YONGE ST,,LAWRENCE AVE,,,,10133844,13454250,312664.095,4842576.966,43.7251031,-79.402193,1941-01-03 00:00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,4
56,YONGE ST,,RANLEIGH AVE,,,,7847768,13453893,312603.51,4842880.49,43.7278642,-79.40293,1929-08-24 00:00:00.0,TransSuite,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,3
57,YONGE ST,,FAIRLAWN AVE,,,,14036751,13453356,312540.891,4843217.292,43.730913,-79.403788,1956-08-29 00:00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,3
60,BAY ST,,WELLINGTON ST W,,,,10224288,13467163,314486.66,4833939.64,43.647345,-79.379702,1928-09-28 00:00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,3
65,BAY ST,,ALBERT ST,,,,1145054,13466250,314250.84,4834565.42,43.6529652,-79.382631,1948-11-22 00:00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,3
66,DUNDAS ST W,,BAY ST,,,,10906585,13465822,314159.73,4834870.32,43.655721,-79.383734,1928-06-28 00:00:00.0,MTSS,,FXT,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",1,1,,,4
70,BAY ST,,BLOOR ST W,,,,8408346,13463548,313694.52,4836419.79,43.669701,-79.389468,1928-07-21 00:00:00.0,SCOOT,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,4
74,YORK ST,,RICHMOND ST W,,,,14025283,13466666,314089.1337,4834284.1546,43.6505005,-79.38462,1928-11-06 00:00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,2
78,UNIVERSITY AVE,,ADELAIDE ST W,,,,7929431,13466931,314016.35,4834109.42,43.648857,-79.38548,1932-12-02 00:00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,3
80,UNIVERSITY AVE,,QUEEN ST W,,,,1145286,13466604,313929.489,4834329.874,43.650827,-79.386628,1932-05-15 00:00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,4
81,UNIVERSITY AVE,,DUNDAS ST W,,,,1144662,13465980,313792.98,4834766.95,43.654812,-79.388484,1928-06-28 00:00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,4
82,UNIVERSITY AVE,,ELM ST,,,,12601293,13465733,313740.029,4834939.944,43.656323,-79.388959,1958-06-17 00:00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,4
83,UNIVERSITY AVE,,COLLEGE ST,,,,6345158,13465166,313616.3357,4835329.8328,43.6598474,-79.39049,1928-06-28 00:00:00.0,Awaiting TransSuite Control,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,4
87,EGLINTON AVE E,,BRENTCLIFFE RD,,,,8676925,13455720,316079.705,4841415.487,43.7145838,-79.359791,1966-07-04 00:00:00.0,TransSuite,,FXT,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",1,,,,4
88,EGLINTON AVE E,,LAIRD DR,,,,11816845,13455899,315678.88,4841299.5,43.713573,-79.364752,1958-01-31 00:00:00.0,MTSS,,FXT,"1.2 m/s (FDW based on 3/8th, 5/8th rule)",1,1,,,4
90,EGLINTON AVE E,,BAYVIEW AVE,,,,1138170,13456348,314683.63,4841017,43.711056,-79.377114,1960-03-21 00:00:00.0,SCOOT,,FXT,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",1,,,,4
92,MOUNT PLEASANT RD,,EGLINTON AVE E,,,,9035888,13456819,313633.2813,4840723.5001,43.7084166,-79.390153,1939-06-29 00:00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,4
93,EGLINTON AVE E,,REDPATH AVE,,,,1138280,13456902,313422.03,4840662.5,43.7078669,-79.39279,1961-05-30 00:00:00.0,TransSuite,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),1,1,,,4
96,AVENUE RD,,EGLINTON AVE W,,,,8205774,13457449,312157.41,4840298.5,43.7046104,-79.408474,1937-01-08 00:00:00.0,SCOOT,,FXT,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",1,,,,4
100,BATHURST ST,,EGLINTON AVE W,,,,12313155,13458084,310783.82138,4839896.5263,43.7009757,-79.425534,1967-01-01 00:00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,4
112,ST CLAIR AVE W,,AVENUE RD,,,,1139581,13460576,312725.61,4838304.05,43.686624,-79.401479,1929-08-26 00:00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),1,1,,,4
119,AVENUE RD,,LAWRENCE AVE W,,,,444568,13454662,311583.75,4842259.5,43.7222401,-79.415589,1958-01-31 00:00:00.0,SCOOT,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,4
125,YONGE ST,,SHEPPARD AVE,,,,9065947,13448689,311955.49,4846620.65,43.7615144,-79.410903,1958-01-31 00:00:00.0,SCOOT,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,4
129,YONGE ST,,CUMMER AVE,DREWRY AVE,,,7172010,13445250,311436.34,4849459.81,43.7870804,-79.417327,1958-01-31 00:00:00.0,SCOOT,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,4
142,MOUNT PLEASANT RD,,LAWRENCE AVE E,,,,1137782,13454075,313099.179,4842705.224,43.7262370376,-79.3967905641,1953-02-23 00:00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,4
156,KINGSTON RD,,WARDEN AVE,,,,113124,13460017,323252.2,4838448.94,43.6877698,-79.270928,1958-01-31 00:00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,4
158,KINGSTON RD,,VICTORIA PARK AVE,,,,10367572,13461342,322194.76,4837674.27,43.6808074,-79.284041,1948-12-15 00:00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,4
159,KINGSTON RD,,BEECH AVE,,,,5543523,13461467,321660.01,4837610.58,43.6802604,-79.2907,1953-05-03 00:00:00.0,TransSuite,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,3
160,KINGSTON RD,,MAIN ST,SOUTHWOOD DR,,,9949892,13461728,321069.41286,4837457.50936,43.678903,-79.29801,1948-12-15 00:00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,4
163,KINGSTON RD,,DUNDAS ST E,DIXON AVE,,,2735476,13463293,320010.72,4836465,43.669951,-79.311169,1953-03-03 00:00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,4
166,UNIVERSITY AVE,,ARMOURY ST,,,,6349934,13466234,313852.305,4834580.175,43.653099,-79.387585,1965-09-17 00:00:00.0,TransSuite,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,3
168,QUEEN ST E,,COXWELL AVE,,,,8417281,13463942,319574.53,4836062.5,43.666345,-79.316558,1948-10-15 00:00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),1,1,,,4
178,DANFORTH AVE,,SIBLEY AVE,,,,10878526,13459659,321496.71259,4838718.18549,43.6902727,-79.292675,1964-04-09 00:00:00.0,TransSuite,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,3
179,BAYVIEW AVE,,BROADWAY AVE,,,,270,13455882,314645.77,4841329.59,43.7139,-79.377589,1961-05-10 00:00:00.0,SCOOT,,SAP,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",1,,,,4
183,DUNDAS ST W,,BROCK AVE,,,,8128443,13466862,309979.02,4834218.52,43.6498834,-79.435598,1952-12-17 00:00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),1,1,,,4
188,DUNDAS ST W,,KEELE ST,,,,14014794,13464438,307642.441,4835940.844,43.6653881,-79.464561,1928-04-07 00:00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),1,,1,,4
191,EGLINTON AVE E,,BELLAMY RD N,PRIVATE ACCESS,GO STATION,,110754,13451513,326366.5,4844291,43.740245,-79.232044,1965-05-18 00:00:00.0,SCOOT,,SA2,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",1,,,,4
196,DUNDAS ST W,,BATHURST ST,,,,1145100,13466407,312364.9,4834489.79,43.652296,-79.406015,1953-08-27 00:00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),1,1,,,4
200,BAYVIEW AVE,,BLYTHWOOD RD,WELLNESS WAY,,SUNNYBROOK HOSPITAL,3766842,13454763,314538.5,4842121,43.7209801,-79.378926,1958-01-31 00:00:00.0,SCOOT,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,4
204,HARBOUR ST,,YORK ST,,,,5866210,13468047,314409.93886,4833236.32576,43.641006,-79.380705,1962-01-01 00:00:00.0,SCOOT,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,3
205,LAKE SHORE BLVD W,,YORK ST,,,WB LAKE SHORE BLVD,1146741,13467993,314395.6582738,4833286.911206,43.6416093,-79.380953,1958-01-01 00:00:00.0,SCOOT,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,3
206,LAKE SHORE BLVD E,,LESLIE ST,,,,1143828,13465121,318621.8,4835268.98,43.659109,-79.328373,1955-12-14 00:00:00.0,SCOOT,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,4
211,YONGE ST,,LAKE SHORE BLVD W,,,W/B LAKE SHORE BLVD,1146446,13467631,314799.61,4833600.41,43.644197,-79.3758602,1932-03-15 00:00:00.0,SCOOT,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,3
212,LAKE SHORE BLVD W,,BAY ST,,,BAY ST W/B,1146568,13467798,314641.09,4833459.07,43.64317,-79.37791,1932-03-14 00:00:00.0,SCOOT,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,3
213,BAY ST,,HARBOUR ST,,,BAY ST & E/B LAKE SHORE BLVD,7929250,13467909,314670.47,4833355.95,43.6421004,-79.377444,1932-03-14 00:00:00.0,SCOOT,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,3
221,LAKE SHORE BLVD W,,STADIUM RD,,,,1147201,13468647,312692.7,4832666.48,43.635866,-79.401893,1948-11-17 00:00:00.0,SCOOT,,SA2,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",1,,,,3
224,LAKE SHORE BLVD W,,JAMESON AVE,,,,1147433,13468970,310064.28,4832380.2,43.6333865,-79.434586,1947-01-10 00:00:00.0,SCOOT,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,3
225,CHURCH ST,,CHARLES ST E,,,,7754038,13463577,314260.17,4836391.87,43.6694267,-79.382476,1974-05-17 00:00:00.0,SCOOT,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,3
229,LAKE SHORE BLVD W,,WINDERMERE AVE,PRIVATE ACCESS,,,10250082,13468807,307354.24,4832583.89,43.635079,-79.468076,1955-12-04 00:00:00.0,SCOOT,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,3
231,LAKE SHORE BLVD W,,SUPERIOR AVE,,,,913792,13470022,305699.0316,4830335.0015,43.6149403,-79.488612,1958-01-31 00:00:00.0,TransSuite,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,4
232,LAKE SHORE BLVD W,,MIMICO AVE,PRIVATE ACCESS,,,7553829,13470070,305646.5294,4830205.0089,43.613712,-79.489287,1958-01-31 00:00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,3
233,LAKE SHORE BLVD W,,ROYAL YORK RD,,,,7389569,13470353,305335.74167,4829079.8252,43.6036287,-79.493109,1960-01-01 00:00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,4
237,LAKE SHORE BLVD W,,KIPLING AVE,COLONEL SAMUEL SMITH PARK DR,,,914578,13470536,303415.64,4828474.06,43.5981581,-79.516936,1957-01-01 00:00:00.0,TransSuite,,FXT,"1.2 m/s (FDW based on 3/8th, 5/8th rule)",1,,,,4
240,LAKE SHORE BLVD W,,LONG BRANCH AVE,PRIVATE ACCESS,,,7586931,13470639,302037.62,4828048.23,43.5943391,-79.533932,1958-01-31 00:00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),1,1,,,4
250,PARLIAMENT ST,,CARLTON ST,,,,9980757,13464403,315431.326,4835824.481,43.6642686,-79.367958,1948-10-22 00:00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),1,1,,,3
262,BLOOR ST E,,SHERBOURNE ST,SHERBOURNE ST N,,,8536355,13463078,314714.47,4836720,43.6723174,-79.376838,1928-09-08 00:00:00.0,SCOOT,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),1,,1,,4
263,FRONT ST W,,SIMCOE ST,LOWER SIMCOE ST,,,10598276,13467593,314060.084,4833654.686,43.6447547,-79.384981,1960-05-13 00:00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,4
271,BLOOR ST W,,ST GEORGE ST,,,,1142564,13463947,312861.8,4836179.59,43.6675098,-79.399815,1928-07-31 00:00:00.0,MTSS,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,4
277,SPADINA AVE,,DUNDAS ST W,,,,14020151,13466288,313007.91,4834560.82,43.6529371,-79.398015,1929-09-09 00:00:00.0,MTSS,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,4
279,SPADINA AVE,,COLLEGE ST,,,,9942215,13465489,312846.02,4835116.57,43.6579399,-79.400059,1928-06-28 00:00:00.0,MTSS,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,4
281,BLOOR ST W,,SPADINA AVE,SPADINA RD,,,1142720,13464094,312536.57,4836083.72,43.6666551,-79.403803,1928-07-23 00:00:00.0,Awaiting TransSuite Control,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,4
294,DANFORTH AVE,,BROADVIEW AVE,,,,3841896,13462375,316163.8,4837149.33,43.6761964,-79.358828,1928-07-16 00:00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),1,1,,,4
296,BATHURST ST,,QUEEN ST W,,,,10475569,13467252,312527.86,4833920.75,43.6471973,-79.403991,1928-06-15 00:00:00.0,Awaiting TransSuite Control,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),1,1,,,4
320,BATHURST ST,,WILSON AVE,,,,5999112,13452437,310100.22,4843935.53,43.7373609,-79.434006,1956-09-14 00:00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),1,1,,,4
325,DUFFERIN ST,,BLOOR ST W,,,,10865133,13465260,309997.26,4835328.79,43.6598765,-79.435333,1929-09-09 00:00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),1,1,,,4
327,DUNDAS ST W,,BLOOR ST W,,,,9638443,13465876,308619.26,4834932.13,43.6563079,-79.452406,1928-03-07 00:00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),1,1,,,4
328,BLOOR ST W,,KEELE ST,PARKSIDE DR,,,10250068,13466139,308006.79,4834752.52,43.6546856,-79.459966,1928-02-08 00:00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,4
329,BLOOR ST W,,HIGH PARK AVE,COLBORNE LODGE DR,,,10250061,13466332,307583.38,4834622.43,43.6535154,-79.465232,1941-07-14 00:00:00.0,Awaiting TransSuite Control,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,4
330,BLOOR ST W,,CLENDENAN AVE,,,,1145241,13466509,307201.598,4834509.734,43.6525024,-79.470007,1952-12-12 00:00:00.0,TransSuite,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,3
331,BLOOR ST W,,RUNNYMEDE RD,,,,7963393,13466753,306695.60521,4834355.2272,43.6511478,-79.476227,1929-08-31 00:00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,4
332,BLOOR ST W,,WINDERMERE AVE,,,,10250277,13466917,306359.598,4834251.879,43.6502634,-79.4804017,1952-09-14 00:00:00.0,TransSuite,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,4
333,BLOOR ST W,,JANE ST,,,,7950483,13467077,306035.8644,4834154.5872,43.6493312,-79.484452,1948-09-12 00:00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,3
336,BLOOR ST W,,THE KINGSWAY,OLD MILL RD,PARKLAWN CEMETERY,,911198,13466999,304847.4443,4834236.0937,43.6500629,-79.499278,1961-03-08 00:00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,4
338,BLOOR ST W,,ROYAL YORK RD,,,,8293064,13467463,303867.3122,4833936.0001,43.6473438,-79.511352,1958-12-12 00:00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,4
339,BLOOR ST W,,ISLINGTON AVE,,,,911643,13467841,302893.11,4833634.7,43.6446586,-79.523399,1958-01-01 00:00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),1,1,,,4
347,DANFORTH AVE,,DONLANDS AVE,,,,10010625,13461561,317901.061,4837621.199,43.6804049,-79.33727,1953-08-19 00:00:00.0,Awaiting TransSuite Control,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,3
349,DANFORTH AVE,,COXWELL AVE,,,,7940484,13460978,319003.0382,4837950.5787,43.6833979,-79.323565,1928-11-07 00:00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,4
355,DANFORTH AVE,,VICTORIA PARK AVE,,,,10878223,13459445,321845.26,4838831.1,43.6912366,-79.288311,1958-01-31 00:00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,4
374,BROADVIEW AVE,,GERRARD ST E,,,,10035438,13464177,316669.73,4835959.73,43.6654793,-79.352604,1928-08-15 00:00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),1,1,,,4
380,LAWRENCE AVE E,,MCCOWAN RD,,,,9011650,13449204,325284.49264,4845986.00537,43.7555379,-79.245446,1960-02-11 00:00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,4
384,BATHURST ST,,DAVENPORT RD,,,,1140943,13462422,311574.49956,4837201.77646,43.6766969,-79.415765,1929-08-28 00:00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,4
386,DAVENPORT RD,,OSSINGTON AVE,,,,1141378,13462801,310349.305,4836977.611,43.6746958,-79.430924,1948-11-19 00:00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,3
394,ROGERS RD,,KEELE ST,,,,8155608,13461587,307073.974,4837799.332,43.6821633,-79.471576,1958-01-31 00:00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,4
397,LAWRENCE AVE E,,SCARBOROUGH GOLF CLUB RD,,,,7423543,13448254,327664.385,4846693.984,43.761852,-79.215817,1966-06-22 00:00:00.0,Awaiting TransSuite Control,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,4
400,LESLIE ST,,LAWRENCE AVE E,,,,443128,13452717,316385.693,4843630.323,43.734534,-79.355951,1958-11-15 00:00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,4
401,LAWRENCE AVE E,,THE DONWAY W,,,,442783,13452372,317145.23,4843851.04,43.7364907,-79.346527,1958-11-15 00:00:00.0,SCOOT,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,4
402,LAWRENCE AVE E,,DON MILLS RD,,,,4709521,13452266,317394.71,4843925.15,43.7371593,-79.343417,1958-01-31 00:00:00.0,SCOOT,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,4
403,LAWRENCE AVE E,,THE DONWAY E,,,,4709521,13452186,317593.62,4843983.57,43.7376884,-79.340967,1961-08-28 00:00:00.0,SCOOT,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,4
405,DANFORTH AVE,485m EAST OF,BIRCHMOUNT RD,PRIVATE ACCESS,BIRCHMOUNT COLLEGIATE,,112765,0,324245.601,4839702.378,43.699061722,-79.2586004734,1965-01-13 00:00:00.0,TransSuite,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,3
406,LAWRENCE AVE E,,CURLEW DR,RAILSIDE RD,,,9694426,13451566,319340.59,4844374.5,43.7411824,-79.319245,1962-05-07 00:00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,4
409,LAWRENCE AVE E,,WARDEN AVE,,,,11056997,13450818,321316.609229,4844845.15793,43.7453776,-79.29475,1958-01-31 00:00:00.0,TransSuite,,FXT,"1.2 m/s (FDW based on 3/8th, 5/8th rule)",1,,,,4
410,LAWRENCE AVE E,,BIRCHMOUNT RD,,,,3497264,13450484,322112.93341,4845084.99819,43.7475,-79.28482,1969-02-03 00:00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,4
413,LAWRENCE AVE E,,MIDLAND AVE,,,,13232758,13449830,323705.015,4845533.986,43.75157,-79.26503,1961-12-11 00:00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,4
414,LAWRENCE AVE E,,BRIMLEY RD,,,,109716,13449501,324484.349,4845758.992,43.75349,-79.255361,1960-06-01 00:00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,4
423,BATHURST ST,,LAWRENCE AVE W,,,,9694792,13455135,310439.385507,4841925.50422,43.71929,-79.42976,1956-06-09 00:00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),1,,1,,4
430,JANE ST,,LAWRENCE AVE W,,,,9796780,13457965,304474.84,4840103.36,43.70289,-79.50377,1958-01-31 00:00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),1,1,,,4
431,WESTON RD,,LAWRENCE AVE W,,,,11743021,13458367,303478.32409,4839801.3797,43.70014,-79.51624,1958-01-31 00:00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,4
433,DIXON RD,,ROYAL YORK RD,ST PHILLIPS RD,,,908402,13458463,302021.8375,4839764.4993,43.69986,-79.5342,1960-02-16 00:00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,4
434,DIXON RD,,ISLINGTON AVE,,,,6125273,13459022,301017.3405,4839456.999,43.69708,-79.54672,1958-01-31 00:00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,4
451,EGLINTON AVE E,,VICTORIA PARK AVE,,,,3633500,13454107,320684.75,4842549,43.72474,-79.30264,1958-01-31 00:00:00.0,SCOOT,,FXT,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",1,,,,4
452,EGLINTON AVE E,,PHARMACY AVE,,,,111629,13453978,321098.476,4842652.401,43.72566,-79.29747,1958-01-31 00:00:00.0,SCOOT,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,4
454,DON MILLS RD,,EGLINTON AVE E,,,,444730,13454752,317766.75,4842073.62,43.7205,-79.33888,1957-01-29 00:00:00.0,SCOOT,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),1,1,,,4
455,EGLINTON AVE E,,BERMONDSEY RD,SLOANE AVE,,,11517161,13453963,319808,4842691.5,43.72602,-79.31349,1958-06-19 00:00:00.0,SCOOT,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,,1,,4
458,EGLINTON AVE E,,BIRCHMOUNT RD,,,,5458002,13453221,322680.06,4843136,43.72999,-79.27784,1958-10-17 00:00:00.0,SCOOT,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,4
459,EGLINTON AVE E,,IONVIEW RD,PRIVATE ACCESS,,,3351486,13453001,323215.31,4843301,43.73148,-79.2712,1964-06-14 00:00:00.0,SCOOT,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,4
